pert_iname,InChIKey,clinical_phase,moa,target,disease_area,indication
pirarubicin,KMSKQZKKOZQFFG-YXRRJAAWSA-N,Launched,topoisomerase inhibitor,TOP2A,oncology,breast cancer
pirenoxine,OKPNYGAWTYOBFZ-UHFFFAOYSA-N,Launched,AGE inhibitor,,ophthalmology,cataracts
pirenperone,HXCNRYXBZNHDNE-UHFFFAOYSA-N,Preclinical,serotonin receptor antagonist,HTR2A|HTR7,,
pirenzepine,RMHMFHUVIITRHF-UHFFFAOYSA-N,Launched,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,gastroenterology,peptic ulcer disease (PUD)
piretanide,UJEWTUDSLQGTOA-UHFFFAOYSA-N,Launched,glucocorticoid receptor agonist,SLC12A1|SLC12A2,cardiology,hypertension|edema
pirfenidone,ISWRGOKTTBVCFA-UHFFFAOYSA-N,Launched,TGF beta receptor inhibitor,FURIN|TNF,pulmonary,idiopathic pulmonary fibrosis (IPF)
piribedil,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,Launched,dopamine receptor agonist,ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B,neurology/psychiatry,Parkinson's Disease|dizziness
piricapiron,NCMIPRCQUMYAEC-JPYJTQIMSA-N,Phase 2,dopamine receptor antagonist|serotonin receptor antagonist,HTR2A,,
pirinixic-acid,SZRPDCCEHVWOJX-UHFFFAOYSA-N,Preclinical,PPAR receptor agonist,PPARA,,
pirlindole,IWVRVEIKCBFZNF-ZDUSSCGKSA-N,Launched,monoamine oxidase inhibitor,MAOA,neurology/psychiatry,depression
pirmenol,APUDBKTWDCXQJA-XQBPLPMBSA-N,Preclinical,acetylcholine receptor inhibitor,,,
piroctone-olamine,OIQJEQLSYJSNDS-NSHDSACASA-N,Launched,,,infectious disease,fungal infection
pirodavir,KCHIOGFOPPOUJC-UHFFFAOYSA-N,Phase 2,,,,
piromidic-acid,RCIMBBZXSXFZBV-UHFFFAOYSA-N,Phase 2,bacterial DNA gyrase inhibitor,,,
piroxicam,QYSPLQLAKJAUJT-UHFFFAOYSA-N,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,rheumatology,osteoarthritis|rheumatoid arthritis
piroximone,OQGWJZOWLHWFME-UHFFFAOYSA-N,Phase 2,phosphodiesterase inhibitor,PDE3A,,
pirozadil,DIIBXMIIOQXTHW-UHFFFAOYSA-N,Preclinical,hypolipidemic,,,
pirquinozol,XLUKOGNIEDDIMV-UHFFFAOYSA-N,Phase 1,histamine release inhibitor,,,
PIT,LXEZPPZLNVOLDI-UHFFFAOYSA-N,Preclinical,purinergic receptor antagonist,P2RY1,,
pitavastatin,VGYFMXBACGZSIL-MCBHFWOFSA-N,Launched,HMGCR inhibitor,HMGCR,endocrinology,hyperlipidemia
pitolisant,NNACHAUCXXVJSP-UHFFFAOYSA-N,Launched,histamine receptor antagonist,HRH3,,
pivagabine,SRPNQDXRVRCTNK-UHFFFAOYSA-N,Launched,corticotropin releasing factor receptor antagonist,CRHR1|CRHR2,neurology/psychiatry,depression
pivampicillin,ZEMIJUDPLILVNQ-ZXFNITATSA-N,Launched,bacterial cell wall synthesis inhibitor,,pulmonary|infectious disease,bronchitis|pneumonia|gynecologic infections
pivanex,GYKLFBYWXZYSOW-UHFFFAOYSA-N,Phase 2,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC8,,
pivmecillinam,NPGNOVNWUSPMDP-UTEPHESZSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,urinary tract infections|gram-negative bacterial infections
pixantrone,PEZPMAYDXJQYRV-UHFFFAOYSA-N,Launched,topoisomerase inhibitor,TOP2A,hematologic malignancy,non-Hodgkin lymphoma (NHL)
pizotifen,FIADGNVRKBPQEU-UHFFFAOYSA-N,Launched,serotonin receptor antagonist,HTR1A|HTR2A|HTR2C,neurology/psychiatry,migraine headache
PJ-34,UYJZZVDLGDDTCL-UHFFFAOYSA-N,Preclinical,PARP inhibitor,EEF2|PARP1|PARP15|PARP3,,
PK-11195,RAVIZVQZGXBOQO-CQSZACIVSA-N,Phase 1,benzodiazepine receptor antagonist,TSPO,,
PK-44,LIPWZZYFIVYJSI-MRVPVSSYSA-N,Preclinical,dipeptidyl peptidase inhibitor,DPP4,,
PK-THPP,CJZGRIRZVHNUSM-UHFFFAOYSA-N,Preclinical,potassium channel blocker,KCNK9,,
PKI-166,XRYJULCDUUATMC-CYBMUJFWSA-N,Phase 1,EGFR inhibitor,EGFR,,
PKI-179,WXUUCRLKXQMWRY-OYRHEFFESA-N,Phase 1,mTOR inhibitor|PI3K inhibitor,MTOR,,
pleconaril,KQOXLKOJHVFTRN-UHFFFAOYSA-N,Phase 3,,,,
plerixafor,YIQPUIGJQJDJOS-UHFFFAOYSA-N,Launched,CC chemokine receptor antagonist,ACKR3|CCR4|CXCR4,hematologic malignancy,non-Hodgkin lymphoma (NHL)|multiple myeloma
plicamycin,CFCUWKMKBJTWLW-BGLFSJPPSA-N,Launched,alcohol dehydrogenase inhibitor,,oncology|endocrinology,testicular carcinoma|Paget's disease|hypercalcemia
plinabulin,UNRCMCRRFYFGFX-TYPNBTCFSA-N,Phase 3,tubulin polymerization inhibitor,,,
plovamer-acetate,OUYCCCASQSFEME-QMMMGPOBSA-N,Phase 2,,TAT|TH|YARS|YARS2,,
plumbagin,VCMMXZQDRFWYSE-UHFFFAOYSA-N,Preclinical,anticancer agent,,,
plurisin-1,HUDWXDLBWRHCKO-UHFFFAOYSA-N,Preclinical,stearoyl-CoA desaturase inhibitor,SCD,,
PLX4720,YZDJQTHVDDOVHR-UHFFFAOYSA-N,Preclinical,RAF inhibitor,BRAF|KDR,,
PLX51107,AMSUHYUVOVCWTP-INIZCTEOSA-N,Phase 1,bromodomain inhibitor,,,
PLX647,NODCQQSEMCESEC-UHFFFAOYSA-N,Preclinical,receptor tyrosine protein kinase inhibitor,CSF1R|KIT,,
PLX8394,YYACLQUDUDXAPA-MRXNPFEDSA-N,Phase 1/Phase 2,serine/threonine kinase inhibitor,BRAF,,
PMPA,ISEYJGQFXSTPMQ-BYPYZUCNSA-N,Preclinical,glutamate receptor antagonist,FOLH1,,
PNU-120596,CEIIEALEIHQDBX-UHFFFAOYSA-N,Preclinical,acetylcholine receptor agonist,CHRNA7,,
PNU-142633,PNTVCCRNJOGKGA-QFIPXVFZSA-N,Phase 2,serotonin receptor agonist,HTR1D,,
PNU-177864,JGGQWSXZZQPZTR-UHFFFAOYSA-N,Preclinical,dopamine receptor antagonist,DRD3,,
PNU-22394,ZBXDOQWPGBISAR-UHFFFAOYSA-N,Phase 2,serotonin receptor agonist,HTR2A|HTR2B|HTR2C|MAOA|MAOB,,
PNU-282987,WECKJONDRAUFDD-ZDUSSCGKSA-N,Preclinical,cholinergic receptor agonist,CHRNA7,,
PNU-37883,GKCGWXNLOYTUNC-UHFFFAOYSA-N,Preclinical,ATP-sensitive potassium channel antagonist,,,
PNU-74654,JJEDWBQZCRESJL-DEDYPNTBSA-N,Preclinical,beta-catenin inhibitor,CTNNB1|TCF4,,
PNU-89843,UADIKEUOAMACNA-UHFFFAOYSA-N,Preclinical,benzodiazepine receptor agonist,GABBR1,,
pocapavir,XXMDDBVNWRWNCW-UHFFFAOYSA-N,Preclinical,Enterovirus capsid inhibitor,,,
podophyllotoxin,YJGVMLPVUAXIQN-XVVDYKMHSA-N,Launched,microtubule inhibitor|tubulin polymerization inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,infectious disease,genital warts
polaprezinc,VBHDYBCWTAXBNA-FJXQXJEOSA-M,Preclinical,chelating agent,,,
polidocanol,ONJQDTZCDSESIW-UHFFFAOYSA-N,Launched,local anesthetic,,dermatology,varicose veins
polydatin,HSTZMXCBWJGKHG-CUYWLFDKSA-N,Phase 2,ICAM1 expression inhibitor,ICAM1,,
polyinosine,GRSZFWQUAKGDAV-SQQSDITASA-N,Preclinical,immunostimulant,HPRT1|IMPDH2|PYGM,,
polymyxin-B-sulfate,WQVJHHACXVLGBL-XLCZGQJLSA-N,Launched,bacterial permeability inducer,,ophthalmology,eye infection
polythiazide,CYLWJCABXYDINA-JTQLQIEISA-N,Launched,sodium/chloride cotransporter inhibitor,SLC12A3,cardiology|gastroenterology|rheumatology|nephrology,edema|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|acute glomerulonephritis (AGN)|chronic renal failure|hypertension
pomalidomide,UVSMNLNDYGZFPF-QMMMGPOBSA-N,Launched,angiogenesis inhibitor|tumor necrosis factor production inhibitor,,hematologic malignancy,multiple myeloma
pomalidomide,"InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)/t8-/m0/s1",Launched,angiogenesis inhibitor|tumor necrosis factor production inhibitor,,hematologic malignancy,multiple myeloma
ponatinib,PHXJVRSECIGDHY-UHFFFAOYSA-N,Launched,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor,ABL1|BCR|FGFR1|FGFR2|FGFR3|FGFR4|FLT3|KDR|KIT|LCK|LYN|PDGFRA|RET|SRC|TEK,hematologic malignancy,chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL)
ponesimod,LPAUOXUZGSBGDU-STDDISTJSA-N,Phase 3,sphingosine 1-phosphate receptor agonist,S1PR1,,
posaconazole,RAGOYPUPXAKGKH-XAKZXMRKSA-N,Launched,sterol demethylase inhibitor,CYP3A4,infectious disease,oropharyngeal candidiasis
potassium-canrenoate,PBKZPPIHUVSDNM-WNHSNXHDSA-N,Launched,mineralocorticoid receptor antagonist,NR3C2,cardiology,edema
potassium-iodide,KIRAUJWBCMCUBY-UHFFFAOYSA-N,Launched,,,pulmonary,asthma|bronchitis|emphysema
potassium-p-aminobenzoate,ALYNCZNDIQEVRV-UHFFFAOYSA-N,Launched,,,rheumatology|urology,scleroderma|dermatomyositis|Peyronie's disease
pozanicline,YRVIKLBSVVNSHF-JTQLQIEISA-N,Phase 2,acetylcholine receptor antagonist,CHRNA4|CHRNB2,,
poziotinib,LPFWVDIFUFFKJU-UHFFFAOYSA-N,Phase 2,EGFR inhibitor,EGFR|ERBB2|ERBB4,,
PP-1,ZVPDNRVYHLRXLX-UHFFFAOYSA-N,Preclinical,SRC inhibitor,HCK|RET,,
PP-121,NVRXTLZYXZNATH-UHFFFAOYSA-N,Preclinical,protein tyrosine kinase inhibitor,ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,,
PP-2,PBBRWFOVCUAONR-UHFFFAOYSA-N,Preclinical,SRC inhibitor,ABL1|LCK|RIPK2|SRC,,
PP242,MFAQYJIYDMLAIM-UHFFFAOYSA-N,Preclinical,mTOR inhibitor,MTOR|PASK,,
PPT,IOTXSIGGFRQYKW-UHFFFAOYSA-N,Preclinical,estrogen receptor agonist,ESR1,,
PPY-A,GYQRHHQPEMOLKH-UHFFFAOYSA-N,Preclinical,Abl kinase inhibitor,ABL1|BCR,,
PQ-401,YBLWOZUPHDKFOT-UHFFFAOYSA-N,Preclinical,IGF-1 inhibitor,IGF1R,,
PR-619,ZXOBLNBVNROVLC-UHFFFAOYSA-N,Preclinical,DUB inhibitor,,,
practolol,DURULFYMVIFBIR-CYBMUJFWSA-N,Withdrawn,adrenergic receptor antagonist,ADRB1,,
pradefovir,GWNHAOBXDGOXRR-HJFSHJIFSA-N,Phase 2,cytochrome P450 activator,,,
pralatrexate,OGSBUKJUDHAQEA-ZBFHGGJFSA-N,Launched,dihydrofolate reductase inhibitor,DHFR,hematologic malignancy,peripheral T-cell lymphoma (PTCL)
pralatrexate,"InChI=1S/C23H23N7O5/c1-2-3-14(10-15-11-26-20-18(27-15)19(24)29-23(25)30-20)12-4-6-13(7-5-12)21(33)28-16(22(34)35)8-9-17(31)32/h1,4-7,11,14,16H,3,8-10H2,(H,28,33)(H,31,32)(H,34,35)(H4,24,25,26,29,30)/t14-,16+/m1/s1",Launched,dihydrofolate reductase inhibitor,DHFR,hematologic malignancy,peripheral T-cell lymphoma (PTCL)
pralidoxime,JBKPUQTUERUYQE-UHFFFAOYSA-O,Launched,acetylcholinesterase inhibitor,ACHE|BCHE,critical care,organophosphate poisoning
pralidoxime-chloride,MHOAUIZFSQGCNM-UHFFFAOYSA-N,Launched,acetylcholinesterase inhibitor,ACHE|BCHE,pulmonary,respiratory depression
pralmorelin,HRNLPPBUBKMZMT-RDRUQFPZSA-N,Launched,growth hormone releasing peptide ligand agonist,,,
pramipexole,FASDKYOPVNHBLU-ZETCQYMHSA-N,Launched,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C,neurology/psychiatry,Parkinson's Disease
pramiracetam,ZULJGOSFKWFVRX-UHFFFAOYSA-N,Launched,acetylcholine receptor agonist,,neurology/psychiatry,senile dementia
pramoxine,DQKXQSGTHWVTAD-UHFFFAOYSA-N,Launched,topical anesthetic,,dermatology,corticosteroid-responsive dermatoses
pranidipine,XTFPDGZNWTZCMF-OXHGWOFKSA-N,Phase 2,calcium channel blocker,CACNA1C,,
pranlukast,NBQKINXMPLXUET-UHFFFAOYSA-N,Launched,leukotriene receptor antagonist,CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF,pulmonary,bronchospasm|asthma
pranoprofen,TVQZAMVBTVNYLA-SECBINFHSA-N,Launched,cyclooxygenase inhibitor,,neurology/psychiatry,pain relief
prasterone-acetate,NCMZQTLCXHGLOK-ZKHIMWLXSA-N,Preclinical,,,,
prasugrel,DTGLZDAWLRGWQN-LJQANCHMSA-N,Launched,purinergic receptor antagonist,P2RY12,cardiology,myocardial infarction|acute coronary syndrome (ACS)
pravadoline,MEUQWHZOUDZXHH-UHFFFAOYSA-N,Preclinical,cyclooxygenase inhibitor,CNR1|CNR2,,
pravastatin,TUZYXOIXSAXUGO-PZAWKZKUSA-N,Launched,HMGCR inhibitor,HMGCR|SLCO1B1,endocrinology|cardiology,hypercholesterolemia|myocardial infarction|hyperlipidemia
praziquantel,FSVJFNAIGNNGKK-QGZVFWFLSA-N,Launched,anthelmintic agent,,infectious disease,gastrointestinal parasites|cystic hydatid disease|schistosomiasis
prazosin,IENZQIKPVFGBNW-UHFFFAOYSA-N,Launched,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7,cardiology,hypertension
PRE-084,RQHKZUBCUZVZEF-UHFFFAOYSA-N,Preclinical,sigma receptor agonist,SIGMAR1,,
preclamol,HTSNFXAICLXZMA-ZDUSSCGKSA-N,Phase 2,dopamine receptor agonist,DRD2,,
prednicarbate,FNPXMHRZILFCKX-HGVFMWMISA-N,Launched,phospholipase activator,PLA2G1B,dermatology|ophthalmology|neurology/psychiatry,eczema|contact dermatitis|itching
prednisolone,OIGNJSKKLXVSLS-VWUMJDOOSA-N,Launched,glucocorticoid receptor agonist,NR3C1|NR3C2|SERPINA6,ophthalmology|dermatology|infectious disease,conjunctivitis|rosacea|punctate keratitis|shingles|iritis|cyclitis
prednisolone-acetate,LRJOMUJRLNCICJ-JZYPGELDSA-N,Launched,glucocorticoid receptor agonist,NR3C1,ophthalmology|dermatology|infectious disease,conjunctivitis|rosacea|punctate keratitis|shingles|iritis|cyclitis
prednisolone-acetate,LRJOMUJRLNCICJ-WXLIAARGSA-N,Launched,glucocorticoid receptor agonist,NR3C1,ophthalmology|dermatology|infectious disease,conjunctivitis|rosacea|punctate keratitis|shingles|iritis|cyclitis
prednisolone-hemisuccinate,APGDTXUMTIZLCJ-CGVGKPPMSA-N,Preclinical,glucocorticoid receptor agonist,NR3C1,,
prednisolone-sodium-phosphate,JDOZJEUDSLGTLU-VWUMJDOOSA-N,Launched,glucocorticoid receptor agonist,NR3C1,allergy|pulmonary|ophthalmology|infectious disease|rheumatology|endocrinology|neurology/psychiatry|gastroenterology|hematology,allergic rhinitis|asthma|contact dermatitis|mycosis|lupus|hypercalcemia|thyroiditis|congenital adrenal hyperplasia|multiple sclerosis|ulcerative colitis|enteritis|thrombocythemia|pneumonia|meningitis|psoriatic arthritis|rheumatoid arthritis
prednisolone-tebutate,HUMXXHTVHHLNRO-HGVFMWMISA-N,Launched,anti-inflammatory agent,,,
prednisone,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,Launched,glucocorticoid receptor agonist,HSD11B1|NR3C1,endocrinology|rheumatology|infectious disease|dermatology|ophthalmology|hematology|gastroenterology|neurology/psychiatry,congenital adrenal hyperplasia|hypercalcemia|rheumatoid arthritis|psoriatic arthritis|ankylosing spondylitis|bursitis|osteoarthritis|epicondylitis|dermatomyositis|psoriasis|mycosis|conjunctivitis|anemia|ulcerative colitis|enteritis|multiple sclerosis|meningitis
pregnenolone,ORNBQBCIOKFOEO-QGVNFLHTSA-N,Launched,glutamate receptor modulator,SULT2B1,rheumatology,rheumatoid arthritis
pregnenolone-succinate,OZZAYJQNMKMUSD-VQLNUFJUSA-N,Preclinical,GABA receptor negative allosteric modulator,CYP17A1,,
preladenant,DTYWJKSSUANMHD-UHFFFAOYSA-N,Phase 3,adenosine receptor antagonist,ADORA1|ADORA2A|ADORA2B|ADORA3,,
prenylamine,IFFPICMESYHZPQ-FQEVSTJZSA-N,Withdrawn,calcium channel blocker,,,
presatovir,GOFXWTVKPWJNGD-UWJYYQICSA-N,Phase 2,RSV fusion inhibitor,,,
pretomanid,ZLHZLMOSPGACSZ-NSHDSACASA-N,Launched,nitric oxide donor,FASN,,
pridinol,RQXCLMGKHJWMOA-UHFFFAOYSA-N,Launched,muscle relaxant,,neurology/psychiatry,muscle relaxant
pridopidine,YGKUEOZJFIXDGI-UHFFFAOYSA-N,Phase 2,dopamine receptor antagonist,,,
prilocaine,MVFGUOIZUNYYSO-NSHDSACASA-N,Launched,local anesthetic,SCN5A,neurology/psychiatry,anesthetic
PRIMA1,RFBVBRVVOPAAFS-UHFFFAOYSA-N,Preclinical,TP53 inhibitor,ACHE,,
primaquine,INDBQLZJXZLFIT-NSHDSACASA-N,Launched,antimalarial agent|DNA inhibitor,,infectious disease,malaria
primidone,DQMZLTXERSFNPB-UHFFFAOYSA-N,Launched,GABA receptor antagonist,CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry,seizures
prinaberel,MQIMZDXIAHJKQP-UHFFFAOYSA-N,Phase 2,estrogen receptor agonist,ESR2|NCOA1,,
prinomastat,YKPYIPVDTNNYCN-INIZCTEOSA-N,Phase 3,matrix metalloprotease inhibitor,,,
priralfinamide,BHJIBOFHEFDSAU-LBPRGKRZSA-N,Phase 3,sodium channel blocker,CACNA1B,,
prisotinol,WQRPBKUCJBWQRT-SECBINFHSA-N,Phase 2,,,,
pritelivir,IVZKZONQVYTCKC-UHFFFAOYSA-N,Phase 2,helicase primase inhibitor,,,
PRLX-93936,OBWOSMGNXYUDFB-UHFFFAOYSA-N,Phase 1/Phase 2,voltage-dependent anion selective channel protein inhibitor,,,
PRN1008,LCFFREMLXLZNHE-GBOLQPHISA-N,Preclinical,Bruton's tyrosine kinase (BTK) inhibitor,,,
PRN1371,PUIXMSRTTHLNKI-UHFFFAOYSA-N,Phase 1,protein tyrosine kinase inhibitor,,,
proacipimox,KKKHJYGCTVKQEM-UHFFFAOYSA-N,Phase 1,cholesterol inhibitor,,,
proadifen,SNTQPLDRUZOSDP-UHFFFAOYSA-N,Preclinical,nitric oxide synthase inhibitor,NOS1,,
probenecid,DBABZHXKTCFAPX-UHFFFAOYSA-N,Launched,uricosuric blocker,PANX1|SLC22A11|SLC22A6|SLC22A8|SLCO1C1,nephrology|rheumatology,hyperuricemia|gout
probucol,FYPMFJGVHOHGLL-UHFFFAOYSA-N,Launched,atherogenesis inhibitor,ABCA1|ABCB11|CES1,cardiology,coronary artery disease (CAD)
procainamide,REQCZEXYDRLIBE-UHFFFAOYSA-N,Launched,sodium channel blocker,DNMT1|SCN5A,cardiology,ventricular arrhythmias|ventricular tachycardia (VT)
procaine,MFDFERRIHVXMIY-UHFFFAOYSA-N,Launched,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,neurology/psychiatry,anesthetic
procarbazine,CPTBDICYNRMXFX-UHFFFAOYSA-N,Launched,monoamine oxidase inhibitor,,hematologic malignancy,Hodgkin's lymphoma
procaterol,FKNXQNWAXFXVNW-BLLLJJGKSA-N,Launched,adrenergic receptor agonist,ADRB2,pulmonary,asthma
prochlorperazine,WIKYUJGCLQQFNW-UHFFFAOYSA-N,Launched,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,gastroenterology,nausea|vomiting
procodazole,XYWJNTOURDMTPI-UHFFFAOYSA-N,Preclinical,immunostimulant,,,
procyanidin-B-2,XFZJEEAOWLFHDH-UKWJTHFESA-N,Phase 2,,,,
procyclidine,INDBQLZJXZLFIT-NSHDSACASA-N,Launched,acetylcholine receptor antagonist,,neurology/psychiatry,parkinsonism|Parkinson's Disease|akathisia|dystonia
procysteine,BMLMGCPTLHPWPY-REOHCLBHSA-N,Phase 3,glutathione synthase stimulant,,,
profenamine,CDOZDBSBBXSXLB-HNNXBMFYSA-N,Launched,butyrylcholinesterase inhibitor|cholinergic receptor antagonist,CHRM1,neurology/psychiatry,Parkinson's Disease
proflavine-hemisulfate,WDVSHHCDHLJJJR-UHFFFAOYSA-N,Phase 2,topical anesthetic,F2,,
progesterone,RJKFOVLPORLFTN-LEKSSAKUSA-N,Launched,progesterone receptor agonist,CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5,obstetrics/gynecology|endocrinology,infertility|amenorrhea
proglumetacin,PTXGHCGBYMQQIG-RRHRGVEJSA-N,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,neurology/psychiatry,pain relief
proglumide,DGMKFQYCZXERLX-OAHLLOKOSA-N,Withdrawn,CCK receptor antagonist,CCKAR|CCKBR,,
proguanil,SSOLNOMRVKKSON-UHFFFAOYSA-N,Launched,dihydrofolate reductase inhibitor,DHFR,infectious disease,malaria
prolylleucylglycinamide,NOOJLZTTWSNHOX-NXEZZACHSA-N,Phase 2,melanocyte-stimulating hormone release inhibitor,,,
promazine,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,Launched,dopamine receptor antagonist,ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|HRH1|HTR2A|HTR2C,neurology/psychiatry,schizophrenia
promestriene,IUWKNLFTJBHTSD-AANPDWTMSA-N,Launched,estrogen receptor agonist,ESR1,endocrinology,androgenetic alopecia
promethazine,PWWVAXIEGOYWEE-UHFFFAOYSA-N,Launched,histamine receptor antagonist,HRH1,neurology/psychiatry|allergy,sedative|allergic rhinitis
pronethalol,HRSANNODOVBCST-OAHLLOKOSA-N,Withdrawn,adrenergic receptor antagonist,,,
propacetamol,QTGAJCQTLIRCFL-UHFFFAOYSA-N,Launched,cyclooxygenase inhibitor,PTGS2,endocrinology|neurology/psychiatry,fever|pain relief
propafenone,JWHAUXFOSRPERK-GOSISDBHSA-N,Launched,antiarrhythmic,ADRB1|ADRB2|KCNA5|KCNH2,cardiology,atrial fibrillation (AF)|ventricular tachycardia (VT)|ventricular arrhythmias
propagermanium,XEABSBMNTNXEJM-UHFFFAOYSA-N,Launched,CCR agonist|interferon receptor agonist,CCR2,infectious disease,hepatitis B
propantheline,VVWYOYDLCMFIEM-UHFFFAOYSA-N,Launched,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4,gastroenterology,peptic ulcer disease (PUD)
propatylnitrate,YZZCJYJBCUJISI-UHFFFAOYSA-N,Launched,,,cardiology,angina pectoris
propentofylline,RBQOQRRFDPXAGN-UHFFFAOYSA-N,Launched,adenosine reuptake inhibitor|phosphodiesterase inhibitor,PDE1A,neurology/psychiatry,stroke
propidium-iodide,ZDWVWKDAWBGPDN-UHFFFAOYSA-O,Preclinical,,ACHE,,
propiolactone,VEZXCJBBBCKRPI-UHFFFAOYSA-N,Launched,,,infectious disease,antiseptic
propiverine,QPCVHQBVMYCJOM-UHFFFAOYSA-N,Launched,acetylcholine receptor antagonist,CHRM1,urology,urinary incontinence
propofol,OLBCVFGFOZPWHH-UHFFFAOYSA-N,Launched,benzodiazepine receptor agonist,FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|SCN2A|SCN4A,neurology/psychiatry,anesthetic
propoxur,ISRUGXGCCGIOQO-UHFFFAOYSA-N,Launched,,,infectious disease,flea control
propoxycaine,CAJIGINSTLKQMM-UHFFFAOYSA-N,Launched,local anesthetic,,neurology/psychiatry,anesthetic
propranolol,AQHHHDLHHXJYJD-UHFFFAOYSA-N,Launched,adrenergic receptor antagonist,ADRB1|ADRB2,cardiology|neurology/psychiatry,hypertension|angina pectoris|migraine headache
propranolol-(R),AQHHHDLHHXJYJD-CQSZACIVSA-N,Preclinical,adrenergic receptor antagonist,ADRB2|ADRB3,,
propranolol-(S),AQHHHDLHHXJYJD-AWEZNQCLSA-N,Preclinical,adrenergic receptor antagonist,ADRB1|HTR1A|HTR5A|SLC10A1,,
propyl-benzoate,UDEWPOVQBGFNGE-UHFFFAOYSA-N,Launched,,,,
propylene-glycol,DNIAPMSPPWPWGF-GSVOUGTGSA-N,Launched,,,,
propylhexedrine,JCRIVQIOJSSCQD-VIFPVBQESA-N,Launched,adrenergic receptor agonist,,otolaryngology|endocrinology|allergy,nasal congestion|fever|allergic rhinitis
propylparaben,QELSKZZBTMNZEB-UHFFFAOYSA-N,Launched,,,,
propylthiouracil,KNAHARQHSZJURB-UHFFFAOYSA-N,Launched,thyroid peroxidase inhibitor,DIO1|TPO,endocrinology,hyperthyroidism|Grave's disease|goiter
propyphenazone,PXWLVJLKJGVOKE-UHFFFAOYSA-N,Preclinical,anti-inflammatory agent,,,
proquazone,JTIGKVIOEQASGT-UHFFFAOYSA-N,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,neurology/psychiatry,pain relief
proscillaridin-A,MYEJFUXQJGHEQK-ALRJYLEOSA-N,Launched,,,cardiology,congestive heart failure|cardiac arrythmia
protionamide,VRDIULHPQTYCLN-UHFFFAOYSA-N,Launched,,,infectious disease,tuberculosis
protirelin,XNSAINXGIQZQOO-SRVKXCTJSA-N,Launched,thyrotropin releasing hormone receptor agonist,TRHR,radiology,thyroid function diagnostic
protoporphyrin-IX,HGXFBVDWWKPUKZ-UJJXFSCMSA-N,Preclinical,heme oxygenase inhibitor,HMOX1,,
protriptyline,BWPIARFWQZKAIA-UHFFFAOYSA-N,Launched,tricyclic antidepressant,SLC6A2|SLC6A4,neurology/psychiatry,depression
proxodolol,CEDZURSVVKNCSL-ZDUSSCGKSA-N,Launched,adrenergic receptor antagonist,,,
proxyfan,WNWALBVQAAIULR-UHFFFAOYSA-N,Preclinical,histamine receptor modulator,HRH3,,
